文件,概念,图片路径,匹配方式
2juan_chinese_mapping.json,培根,切分图/1c999e11-第二卷_164_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,正法行为起居,切分图/1d35875e-第二卷_191_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,脾培根脉,切分图/24905f5a-第二卷_62_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,肾培根脉,切分图/24905f5a-第二卷_62_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,膀胱培根脉,切分图/24905f5a-第二卷_62_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,馊变食物,切分图/25521f76-第二卷_267_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,本图叙述具有五元的食物种类；十五种具体三基因的居位、通道及其功能；男、女、中性性别及儿童、老人、成年人的年龄分段；隆、赤巴、培根型人的体质以及人体死亡凶兆中属于远兆中的请医使者的种类、出现的时间和医生上路时的吉凶征兆等。,切分图/2bc97d6c-第二卷_72_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,肩胛关节柱脉2条,切分图/2e14c7d9-第二卷_67_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,矿物类药物功能,切分图/2f318438-第二卷_328_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,培根型人,切分图/35b7e1e6-第二卷_87_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,头肌肉脉,切分图/3968b938-第二卷_58_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,食用脂肪和髓,切分图/3e49251e-第二卷_160_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,隆病,切分图/3ee5bc7a-第二卷_178_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,本图详述内容为单味药的效能，包括海金沙至岩精之间的土类药20种；冰片至胶质没药之间的木类药，精华类药及平川地产药类89种的形状、颜色、功能等。,切分图/3eeb0f78-第二卷_354_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,赤巴蓄积,切分图/3f53c39f-第二卷_146_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,培根蓄积,切分图/3f53c39f-第二卷_146_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,本图表述疾病发生的原因：内因有远因和近因两种，其中远因又分总内因——无明和具体内因——贪婪、嗔怒、痴愚三毒，三毒依次结隆、赤巴、培根三果。近因为隆、赤巴、培根三邪，三邪可归结为寒热两性；三邪的蓄、发、息过程；引发疾病的外因；疾病发生部位及触摸时的感觉；三邪和十种受害物质的增损病变症状；疾病分类；按性别、年龄划分及按三邪性质、主要、部位、种类病种，各有101种，计404种等内容。,切分图/489e3c8b-第二卷_142_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,胃火弱者食肉后饮点酒,切分图/4b551cf4-第二卷_302_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,“娄吾目”上品,切分图/4c3c660d-第二卷_349_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,按主要疾病划分,切分图/557db75b-第二卷_180_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,涩味,切分图/5a673a1d-第二卷_210_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,妇科疾病,切分图/5bc21473-第二卷_176_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,隆邪引起的梦境,切分图/62a5e0ee-第二卷_119_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,有毒食物,切分图/63398fc9-第二卷_295_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,四肢背部要害肌肉,切分图/65b8fb93-第二卷_48_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,关节鱼肌2块,切分图/65b8fb93-第二卷_48_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,本图表述木类药、精华类药、平川产药类松香至栎膏之间的89种药，草类药藏黄连至长果糖芥之间的17种药，共计106种药物的形状、颜色等详细内容。,切分图/673d4740-第二卷_386_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,五种具体赤巴,切分图/6ee01afd-第二卷_76_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,变色赤巴,切分图/6ee01afd-第二卷_76_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,能作赤巴,切分图/6ee01afd-第二卷_76_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,延年长寿行为起居,切分图/6f6acad4-第二卷_182_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,不宜同食的食物,切分图/7702a586-第二卷_297_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,“娄吾目”下品,切分图/7bc2c7c8-第二卷_350_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,玛瑙类“娄吾目”,切分图/7bc2c7c8-第二卷_350_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,要害脂肪（淋巴结）8个,切分图/7c4f86b1-第二卷_49_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,进食肉汤及油腻食物,切分图/84d7075c-第二卷_200_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,上行隆,切分图/8a5b695a-第二卷_74_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,脂肪偏衰,切分图/8ada84ee-第二卷_173_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,脂肪,切分图/8b52c27e-第二卷_258_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,小肠隆脉2条,切分图/937e99c5-第二卷_60_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,丝垂带脉13条中的赤巴脉4条,切分图/937e99c5-第二卷_60_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,赤巴型人,切分图/956c76d5-第二卷_85_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,生肉粘上乳制品和酸性食物及糌粑气味有毒,切分图/9680f76f-第二卷_301_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,酸性食物反奶子,切分图/9680f76f-第二卷_301_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,甘味,切分图/9e1f7e9c-第二卷_209_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,苦味,切分图/9e1f7e9c-第二卷_209_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,赤巴的居位,切分图/a064d9ff-第二卷_165_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,培根的居位,切分图/a064d9ff-第二卷_165_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,三邪偏衰症状,切分图/a220be50-第二卷_171_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,赤巴偏衰,切分图/a220be50-第二卷_171_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,培根偏衰,切分图/a220be50-第二卷_171_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,食用野蒜、生焦食物,切分图/a4189077-第二卷_162_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,七精华物质偏盛症状,切分图/a936ae41-第二卷_167_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,咸味,切分图/aa338fb7-第二卷_308_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,苦味,切分图/aa338fb7-第二卷_308_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,久食无营养食物,切分图/abb9cd88-第二卷_151_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,水元融于火元,切分图/b04b82f4-第二卷_136_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,火元融于风元,切分图/b04b82f4-第二卷_136_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,风元融于空气,切分图/b04b82f4-第二卷_136_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,心口不湿水、关节不作响,切分图/b05c8006-第二卷_128_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,真识进入尿道肛门,切分图/b1334ddf-第二卷_118_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,肌肉偏衰,切分图/b4a1674f-第二卷_172_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,食用酥油和发霉食物,切分图/b4e8947d-第二卷_161_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,膀胱脉3条,切分图/b5742845-第二卷_65_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,精气偏衰,切分图/b766985e-第二卷_175_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,营养食物,切分图/b766985e-第二卷_175_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,培根病外因,切分图/bb0f28a0-第二卷_158_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,遍行隆,切分图/c0f8bbfb-第二卷_75_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,伴火隆,切分图/c0f8bbfb-第二卷_75_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,下泄隆,切分图/c0f8bbfb-第二卷_75_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,本图内容有全身要害肌肉45块，其中头部5块中位于背面的2块、躯干部18块中位于背面的12块、四肢18块中位于背面的6块，计20块（用朱砂标号）；要害脂肪8块；要害骨32块，其中头部14块中属于背面的2块、颈部5块、躯干部7块中位于背面的4块、四肢6块中位于背面的2块以及补充要害骨2块，计15块（用黄色标号）；要害筋腱14条中位于头部的2条和颈部的2条，计4条（用靛青标号）；要害脉190条中位于头部脑膜上的9条、脑骨上的7条、脑肌肉上的4条、颈部22条中位于背面的13条、躯干部53条中位于背面的肺脉10条、脾脉2条、膀胱脉3条、四肢要害脉72条中位于背面和补充的要害脉2条，计36条，共计要害脉84条（用胭脂标号）等的分布情况,切分图/c79c7ee5-第二卷_44_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,能糜培根,切分图/cb96ca58-第二卷_78_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,能尝培根,切分图/cb96ca58-第二卷_78_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,能足培根,切分图/cb96ca58-第二卷_78_group4/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,能合培根,切分图/cb96ca58-第二卷_78_group5/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,赤巴邪引起的梦境,切分图/cc039971-第二卷_120_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,培根邪引起的梦境,切分图/cc039971-第二卷_120_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,能视赤巴,切分图/cc88dfbc-第二卷_77_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,明色赤巴,切分图/cc88dfbc-第二卷_77_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,五种具体培根,切分图/cc88dfbc-第二卷_77_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,酸酒,切分图/cf108577-第二卷_269_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,坛底浊酒,切分图/cf108577-第二卷_269_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,目呆无光,切分图/d45fadf8-第二卷_133_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,鼻孔张结鼻垢，舌黑燥不能语,切分图/d45fadf8-第二卷_133_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,脏腑要害肌肉13处,切分图/df483bc3-第二卷_19_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,肝赤巴脉,切分图/e2f961e9-第二卷_61_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,胆赤巴脉,切分图/e2f961e9-第二卷_61_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,培根,切分图/e3ba464b-第二卷_145_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,隆,切分图/e3ba464b-第二卷_145_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,头部要害肌肉脉14条（属于正面的10条）,切分图/e563f176-第二卷_25_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,赤巴病,切分图/ed999801-第二卷_179_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,培根病,切分图/ed999801-第二卷_179_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,肘关节骨2块,切分图/ee2d5dfb-第二卷_16_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,膀胱口,切分图/ee6db2fd-第二卷_21_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,火元为热能,切分图/eed970c2-第二卷_306_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,风火易动能,切分图/eed970c2-第二卷_306_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,空元提供发展空间,切分图/eed970c2-第二卷_306_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,赤巴病外因,切分图/ef6a48b0-第二卷_152_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,过食锐、热、腻性食物,切分图/ef6a48b0-第二卷_152_group2/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,路遇鱼肉、食物、珍宝,切分图/f32044ec-第二卷_105_group3/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,图二十五 药物性味及各药性能,切分图/f3539047-第二卷_304_group1/entity1_曼唐图像.jpg,contains
2juan_chinese_mapping.json,大肠要害脉2条,切分图/f7a9ad1e-第二卷_35_group2/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,དབྱར༌དུས༌སུ༌མཁའ༌ལ༌ཆར༌སྤྲིན༌འདུས༌ཤིང༌ཡུལ༌ཁམས༌ཕལ༌ཆེར༌ཆར༌ཆུས༌བརླན༌པར༌བྱས༌ལ། བསེར༌བུའི༌རླུང་དང་གྲང་བའི་ཁམས་རྒྱས་ཏེ་ས་རླངས་དང་བཏུང་ཆུ་ཅུང་ཟད་རྙོག་པ་ཅན་དུ་གྱུར་ནས་ལུས་ཀྱི་མེ་དྲོད་ལ་གནོད་པའི་ཕྱིར།དུས་དེར་སྐམ༌སའི༌འབྲུ་ལས༌བྱས༌པའི༌ཆང༌བཏུང༌ན༌ལུས༌ཀྱི༌མེ༌དྲོད༌སྐྱེད༌ནུས༌པ༌ཡིན།,切分图/0a0614bb-第二卷_208_group3/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,བད་ཀན་འཕེལ་བ།,切分图/0aa2eea6-第二卷_166_group3/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,མིག་རྩ་གཉིས།,切分图/0c8f995a-第二卷_27_group1/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,གཅིན་༌བཀག༌པ།                                                                               གཅིན༌བཀག༌པར༌གྱུར༌ན། རྡེའུའི༌ནད༌དང༌ཆ༌སྲི༌བ༌སོགས༌,切分图/17907a8a-第二卷_214_group2/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,སྙིང་ཞོ་ཤ,切分图/1891a110-第二卷_395_group1/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,རྨི་ལན་ལ་བརྟག་པ་ལས་བཟང་བའི་རྨི་ལམ་རྨིས་པ་ལས་ཚེ་རིང་ཞིང་ནད་མེད་པ་དང་།ཕུན་ཚོགས་པའི་རྒྱུ་མང་དུ་རྙེད་པར་འགྱིར་བ་རྣམས་དང་།སྐྱེས་བུ་གང་ཞིག་ནད་མེད་ཐ་མལ་དུ་གནས་པ་ཡིན་ཡང་ལུས་ངག་གི་སྤྱོད་པ་སོགས་གཞན་དུ་འགྱུར་ནས༌རིང༌པོ༌མ༌ལོན༌པར༌འཆི༌བར༌འགྱུར༌བའི༌སྔ༌ལྟས༌དང༌། ཉེ༌བར༌འཆི༌བར༌འགྱུར༌བའི༌ལྟས༌རྣམས༌ལས༌ཉེ་བ༌ཙམ༌གྱི༌འཆི་ལྟས་དང་།ཤིན་ཏུ་ཉེ་བ་འབྱུང་བ་ལྔ་དང་དབང་པོ་ལྔའི་ཐིམ་ཚུལ་གྱི་རྟགས་དང་།མཐའ་མར་འཆི་བའི་ལྟས་རྣམས་ནི་མཐའ་གཅིག་ཏུ་འཆི་བ་ཁོ་ནར་མ་ངེས་པར་སྦྱིན་པ་ལ་སོགས་པའི་བསོད་ནམས་ཀྱི་ཚོགས་གསོག་པ་སོགས་ཀྱིས་ཟློག་ཐུབ་པའི་ཐབས་རྣམས་བསྟན་ཡོད།,切分图/18c4c411-第二卷_121_group1/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,མཁྲིས་པ།,切分图/1c999e11-第二卷_164_group2/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,བད་ཀན།,切分图/1c999e11-第二卷_164_group3/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,མིག་སྨན་བླུག་པ།,切分图/1d35875e-第二卷_191_group1/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,པདྨ་སྙིང་གར་བྱུང་བ།,切分图/28575b0a-第二卷_115_group1/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,དགུ་ཚིགས་སྒྲིབ་མེད་མ་མཐོང་བ།,切分图/299c79e7-第二卷_132_group2/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,སྙིང་རྩ༌མིག༌དམར༌གཉིས།,切分图/29d4461e-第二卷_39_group3/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,འབྱུང༌བ༌ལྔ༌ལྡན༌ཟས༌ཀྱི༌ངོས༌འཛིན༌དང༌རྩ༌བའི༌ཉེས༌པ༌བཅོ༌ལྔའི༌གནས༌དང༌རྒྱུ༌ལམ༌བྱེད༌ལས༌བཅས༌དང༌། ཕོ༌མོ༌མ༌ནིང་སོགས་ལུས་རྟེན་གྱི་དབྱེ་བ་དང་། བྱིས་པ་དང་དར་མ་རྒན་པོ་སོགས་ན་སོའི་དབྱེ་བ། རླུང༌མཁྲིས༌བད༌ཀན༌ལས༌གྱུར༌པའི༌མི༌,切分图/2bc97d6c-第二卷_72_group1/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,བད་ཀན་གྱི་རང་བཞིན།,切分图/35b7e1e6-第二卷_87_group1/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,ཟངས་མ་གཉིས། གློ་བུ་དགྲ་ལྕེ་ལས་བྱུང་བའི་གློ་རྩ་ཟངས་མ་གཉིས་ནི།མཆན་ཁུང་འོག་ཕུགས་ནས་ཐོན་ཏེ་ལྷེན་སྣར་གྱེས་པའི་རྩ་གཉིས་ཏེ། གནད་ཀྱི་རྣམ་གྲངས་ལས་རབ་ཏུ་གཉན་པའི་ཁོངས་སུ་གཏོགས་པ་ཡིན།,切分图/38bbe5df-第二卷_33_group2/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,ཨུ་ཟུར་ཁུག་པ་གཉིས། ལུང་འཛིན་ཁུག་པ་གཉིས།   གློ་བ་མ་བུ་གཉིས་སྒྲོག་པའི་རྩ་ཨུ་ཟུར་ཁུག་པ་གཉིས་ནི།  དཔུང་ཚིགས་ནས་མགོ་བོའི་ཕྱོགས་སུ་ཆང་སྟེ་སོར་བཞི་བཅལ་ས་ན་རྩ་ཞིག་ཕྲག་པའི་ཕྱི་ནང་དུ་བཀལ་བ་ལྟར་གནས་པའི་རྩ་གཉིས་ཏེ།  གནད་ཀྱི་རྣམ་གྲངས་ལས་གཉན་པ་ཙམ་གྱི་ཁོངས་སུ་གཏོགས་པ་ཡིན།,切分图/38bbe5df-第二卷_33_group3/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,ཇི་ཐེར།  བྱི་སྡེར    རུས་རྩ་མདུང་ཚུགས་དགུ་ཀས་ཇི་ཐེར་ནི། ལྟག་པའི་སྡུད་སྒོ་ནས་གྱེན་དུ་སོང་གསུམ་བཅལ་བའི་སར་གྱེན་དུ་རུས་པ་ལ་རྒྱུ་བའི་རྩ་རེ་རེ་ལ་སྣེ་མོ་གསུམ་གསུམ་བྱའི་སྡེར་མོ་དང་འདྲ་བར་ཡོད་པ་དེ་ཡིན། གནད་ཀྱི་རྣམ་གྲངས་ལས་གཉན་པ་ཙམ་གྱི་ཁོངས་སུ་གཏོགས་པ་ཡིན།,切分图/3968b938-第二卷_58_group1/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,．རླུང་གི་ནད།,切分图/3ee5bc7a-第二卷_178_group2/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,སྨན་རྫས་རྐྱང་སེལ་དངོས་ཀྱི་ནུས་པ་བསྟན་པ་ལས་ས་སྨན་གྱི་སྡེ་ལས། གསེར་བྱེ་ནས་བྲག་ཞུན་བར་གྱི་སྨན་སྣ་ཉི་ཤུ་དང་།ཤིང་སྨན་དང་རྩི་སྨན།ཐང་སྨན་སོགས་ཀྱི་སྡེ་ལས་ག་བུར་ནས་གུ་གུལ་བར་སྨན་སྣ་གྱ་དགུ་བཅས་ཀྱི་སོ་སོའི་དབྱིབས་དང་ཁ་དོག་སོགས་རེ་རེ་བཞིན་ཞིབ་པར་སྤྲོས་ཡོད།,切分图/3eeb0f78-第二卷_354_group1/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,མཁྲིས་པ་གསོག་དུས།,切分图/3f53c39f-第二卷_146_group2/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,.བད་ཀན་གསོག་དུས།,切分图/3f53c39f-第二卷_146_group3/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,ལྕེ་མྱང་ཚྭ།,切分图/45ba10cd-第二卷_388_group1/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,ལིག་བུ་མིག་མཆོག,切分图/4c3c660d-第二卷_349_group3/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,རྒྱལ་མཚན་སྒྲེང་བ།,切分图/518f28b6-第二卷_103_group1/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,སྟག་སྤྲེལ་གནོད་སྦྱིན་བྱི་ལའི་མཚན་ཉིད་ལྡན་པ།,切分图/51dace85-第二卷_86_group2/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,མིག་ཡོད་མོད།,切分图/5635bcb1-第二卷_325_group1/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,ག་བུར་ཙན་དན་ལ་སོགས་དྲི་ལྡན་པའི་གོས་བགོ,切分图/5a673a1d-第二卷_210_group2/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,ཁམས་ཀྱི་དབང་གིས་རླུང་གི་རྨི་ལམ་མཚོན་པ།,切分图/62a5e0ee-第二卷_119_group3/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,ལུག་དངུལ་ལྕགས་བཤའ་ལས་བྱུང་། ལྕགས་བཤའ་ལས་བྱུང་བའི་ལུག་དངུལ་ནི་ལྕགས་རྡོ་དང་བཤའ་རྡོ་སོགས་བཞུས་པལས་བྱུང་བའི་དངུལ་གྱི་རིགས་ཡིན་ལ། ཁ་དོག་ཅུང་སྔོ་ལ་དཀར་ཤས་ཆེ་བ་ལས་གཞན་དངུལ་སྤྱི་དང་འདྲ། རོ་ཁ་སྐྱུར་ནུས་པས་ཆུ་སེར་གྱི་ནད་སེལ་བ་དང་རྣག་ཁྲག་སྐེམ་ལ་ཤ་རོ་གཅོད་པ་སོགས་བྱེད།,切分图/6b2e3642-第二卷_317_group1/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,ཟངས་ལས་བྱུང་བའི་ལུག་དངུལ་ནི་ཟངས་རྡོ་བཞུས་པ་ལས་བྱུང་བའི་དངུལ་གྱི་རིགས་ཡིན་ལ། ཁ་དོག་ཅུང་དམར་པ་ལས་གཞན་དངུལ་སྤྱི་དང་འདྲ། རོ་ཁ་སྐྱུར་དང་ནུས་པས་ཆུ་སེར་གྱི་ནད་སེལ་བ་དང་རྣག་ཁྲག་སྐེམ་ལ་ཤ་རོ་གཅོད་པ་སོགས་བྱེད།,切分图/6b2e3642-第二卷_317_group3/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,ཆུ་མིག་གི་ཆུ།,切分图/6e23318d-第二卷_285_group2/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,རྩ་བའི་མཁྲིས་པ་ལྔའི་གནས།,切分图/6ee01afd-第二卷_76_group1/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,མཁྲིས་པ་མདངས་བསྒྱུར།,切分图/6ee01afd-第二卷_76_group2/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,མཁྲིས་པ་སྒྲུབ་བྱེད།,切分图/6ee01afd-第二卷_76_group3/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,སྤྱིར་འོ་མ་ཕལ་ཆེར་རོ་དང་ཞུ་རྗེས་གཉིས་ཀ་མངར་ཞིང་སྣུམ་ལ་ལྕི་བས་ལུས་ཟུངས་འཕེལ་ཞིང་མདངས་སྐྱེད་ལ་རླུང་མཁྲིས་སེལ། རོ་ཙ་འཕེལ་བར་བྱེད་ཀྱང་། འོ་མ་བཞོས་མ་ཐག་པ་ལས་གྲང་སྟེ་སླར་ཡང་མ་བསྐོལ་བའི་འོ་རློན་དུ་གྲགས་པ་དེ་འདྲ་བ་ནི། ལྕི་བསིལ་དང་ལྡན་པ་ཡིན་པས་སྲིན་བུ་དང་བད་ཀན་གྱི་ནད་སྐྱེད་པར་བྱེད།,切分图/74f67425-第二卷_280_group3/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,དམ་པའི་ཆོས་འཛིན་པའི་ངང་ཚུལ་དུ་གནས་པའི་སྐྱེས་བུ་དམ་པ་བཙུན་པ་དང་སྔགས་པ། གྲགས་པ་ལྡན་པ་སོགས་རྨིས་ན། ཚེ་རིང་ཞིང་ནད་མེད་པ་དང་ནོར་རྙེད་པར་འགྱུར་བའི་ལྟས་ཡིན།,切分图/77508df7-第二卷_122_group3/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,ལིག༌བུ༌མིག༌དམན༌པ།,切分图/7bc2c7c8-第二卷_350_group1/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,གཟི་རིགས་ཀྱི་ལིག་བུ་མིག,切分图/7bc2c7c8-第二卷_350_group2/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,སྒྲུབ་པ་བྱེད་པ།,切分图/8418469e-第二卷_139_group3/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,གྱེན་རྒྱུའི་རླུང་།,切分图/8a5b695a-第二卷_74_group2/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,ཚེ་སྒྲུབ་བྱེད་པ།,切分图/915400ef-第二卷_141_group3/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,ས་གཙང་ཉི་འོད་རླུང་གིས་ཕོག་པ།,切分图/955ed997-第二卷_288_group1/entity1_曼唐图像.jpg,contains
2juan_tibetan_mapping.json,མཁྲིས་པའི་རང་བཞིན།,切分图/956c76d5-第二卷_85_group1/entity1_曼唐图像.jpg,contains
